Label,Id,most_published_topic
Sanketh Rangreji,498,"AI in Education, Art, and Creative Industries"
Angelos Nalmpantis,499,Computer Vision and Image Processing
Biao Luo,500,Large Language Models and Natural Language Processing
Tom Bewley,501,"Robotics, Autonomous Systems, and Control"
Alexandre Gramfort,502,Machine Learning Algorithms and Theoretical AI
Na An,503,Healthcare and Biomedical Applications of AI
Xilai Li,504,Large Language Models and Natural Language Processing
Ed H. Chi,505,Large Language Models and Natural Language Processing
Dominik Brunmeir,506,
Arun Sai Suggala,507,Machine Learning Algorithms and Theoretical AI
David Krueger,508,Machine Learning Algorithms and Theoretical AI
Abhineet Agarwal,509,Machine Learning Algorithms and Theoretical AI
Songtao Luo,510,Machine Learning Algorithms and Theoretical AI
Odej Kao,511,Machine Learning Algorithms and Theoretical AI
Neel Sundaresan,512,Machine Learning Algorithms and Theoretical AI
Wenfang Lin,513,Machine Learning Algorithms and Theoretical AI
Chih-Chun Yang,514,Machine Learning Algorithms and Theoretical AI
Xiangyi Li,515,Machine Learning Algorithms and Theoretical AI
Jingran Su,516,Large Language Models and Natural Language Processing
Shinichi Nakajima,517,
Fernanda de Macedo Alves,518,Large Language Models and Natural Language Processing
Udo Frese,519,"Robotics, Autonomous Systems, and Control"
Dayan Ban,520,Healthcare and Biomedical Applications of AI
Lingwei Kong,521,Data Science and Analytics
Andrew Bradley,522,Computer Vision and Image Processing
Jonas Jürß,523,Machine Learning Algorithms and Theoretical AI
Ilgin Dogan,524,Machine Learning Algorithms and Theoretical AI
Akash Anil,525,Machine Learning Algorithms and Theoretical AI
Katarzyna Polak,526,"AI in Education, Art, and Creative Industries"
Lihan Zha,527,Large Language Models and Natural Language Processing
Jason Hausenloy,528,
Huascar Espinoza,529,Machine Learning Algorithms and Theoretical AI
Mitsuhiko Ota,530,Healthcare and Biomedical Applications of AI
Laurie Lafleur,531,AI for Industrial Automation and Manufacturing
Mahsa Salehi,532,Machine Learning Algorithms and Theoretical AI
Thomas Decker,533,"Robotics, Autonomous Systems, and Control"
Gabriel M. Tavares,534,AI for Industrial Automation and Manufacturing
Abhishek Ajayakumar,535,Machine Learning Algorithms and Theoretical AI
Zixuan Chen,536,Machine Learning Algorithms and Theoretical AI
Lifeng Xing,537,Large Language Models and Natural Language Processing
Mehrazin Alizadeh,538,Machine Learning Algorithms and Theoretical AI
Momin Uppal,539,Sustainability and Environmental Applications of AI
Yi-Chen Chang,540,Large Language Models and Natural Language Processing
Stefan Sarkadi,541,"AI Ethics, Society, and Policy"
Alessandro Gabbiadini,542,"AI in Education, Art, and Creative Industries"
Zhuoran Li,543,"Robotics, Autonomous Systems, and Control"
Noha A. Yousri,544,Healthcare and Biomedical Applications of AI
Syed Mohsen Naqvi,545,Healthcare and Biomedical Applications of AI
Xingyu Li,546,"AI in Education, Art, and Creative Industries"
Joshua Janssen,547,Healthcare and Biomedical Applications of AI
Dustin Pulver,548,Healthcare and Biomedical Applications of AI
Lei Guan,549,Machine Learning Algorithms and Theoretical AI
Jang Yong Kim,550,Healthcare and Biomedical Applications of AI
Yuling Gu,551,Large Language Models and Natural Language Processing
Bang Chen,552,Machine Learning Algorithms and Theoretical AI
Manuel Pérez-Carrasco,553,Computer Vision and Image Processing
Christian Boehme,554,Emerging Technologies and Future Trends in AI
Minjing Dong,555,Machine Learning Algorithms and Theoretical AI
Chong Jun Chew,556,"AI Ethics, Society, and Policy"
Sundararajan Sellamanickam,557,Machine Learning Algorithms and Theoretical AI
Efren Fernandez-Grande,558,Machine Learning Algorithms and Theoretical AI
Masayuki Tsuneki,559,
Jin Sung Kim,560,Large Language Models and Natural Language Processing
Duoduo Liao,561,Data Science and Analytics
Anobel Y. Odisho,562,Healthcare and Biomedical Applications of AI
Cezar Antonio Rigo,563,Machine Learning Algorithms and Theoretical AI
Bibhas Chakraborty,564,"AI Ethics, Society, and Policy"
Vicky Kalogeiton,565,Machine Learning Algorithms and Theoretical AI
Tania Dottorini,566,Healthcare and Biomedical Applications of AI
Wang Xin,567,Large Language Models and Natural Language Processing
Hugo JWL Aerts,568,Healthcare and Biomedical Applications of AI
Ethan Steinberg,569,Healthcare and Biomedical Applications of AI
Imraj RD Singh,570,Computer Vision and Image Processing
Xiaoling Liu,571,Computer Vision and Image Processing
Minlan Yu,572,Machine Learning Algorithms and Theoretical AI
Léon Migus,573,Machine Learning Algorithms and Theoretical AI
Rui Jiang,574,"Robotics, Autonomous Systems, and Control"
Yaoming Zhen,575,Machine Learning Algorithms and Theoretical AI
Babak Taati,576,Large Language Models and Natural Language Processing
Xumin Yu,577,Computer Vision and Image Processing
Kenneth Marino,578,"AI in Education, Art, and Creative Industries"
Hannah Metzler,579,Large Language Models and Natural Language Processing
Nakul Vaidya,580,Machine Learning Algorithms and Theoretical AI
Shirui Pan,581,Large Language Models and Natural Language Processing
Hendrik Schuff,582,Large Language Models and Natural Language Processing
Guillaume Bachelier,583,Quantum Computing and AI
Shekinah Lor Huyo-a,584,
Nong Sang,585,Computer Vision and Image Processing
William Howell,586,AI in Social Sciences and Humanities
Michal Pluháček,587,Machine Learning Algorithms and Theoretical AI
Byungkon Kang,588,Machine Learning Algorithms and Theoretical AI
Yuanyuan Liang,589,Large Language Models and Natural Language Processing
Shi Chen,590,Data Science and Analytics
Diane Gromala,591,"AI Ethics, Society, and Policy"
Saibo Geng,592,Large Language Models and Natural Language Processing
Shansan Gong,593,"Robotics, Autonomous Systems, and Control"
David Fridovich-Keil,594,"Robotics, Autonomous Systems, and Control"
Wenqian Li,595,Machine Learning Algorithms and Theoretical AI
Regis Kopper,596,Healthcare and Biomedical Applications of AI
Rushang Karia,597,"Robotics, Autonomous Systems, and Control"
Wenxing Xu,598,Machine Learning Algorithms and Theoretical AI
Varun Shankar Subramanian,599,"AI in Education, Art, and Creative Industries"
Daisuke Miyashita,600,Large Language Models and Natural Language Processing
Ini Oguntola,601,Machine Learning Algorithms and Theoretical AI
Fang Da,602,Machine Learning Algorithms and Theoretical AI
Jiale Deng,603,Machine Learning Algorithms and Theoretical AI
Sara Atito,604,Machine Learning Algorithms and Theoretical AI
Riadh Ksantini,605,Machine Learning Algorithms and Theoretical AI
Ofir David,606,
Yanfei Wang,607,Machine Learning Algorithms and Theoretical AI
Yogesh Kumar Meena,608,"AI in Education, Art, and Creative Industries"
Franco Alberto Cardillo,609,Machine Learning Algorithms and Theoretical AI
Junmo Kang,610,Large Language Models and Natural Language Processing
Junheng Hao,611,Machine Learning Algorithms and Theoretical AI
Ali Ertürk,612,Machine Learning Algorithms and Theoretical AI
Peter H. N. De With,613,Computer Vision and Image Processing
Mengxuan Li,614,Machine Learning Algorithms and Theoretical AI
Meng Cui,615,"AI in Education, Art, and Creative Industries"
Sookwan Han,616,Computer Vision and Image Processing
Reiji Suzuki,617,Large Language Models and Natural Language Processing
Navodita Sharma,618,Machine Learning Algorithms and Theoretical AI
Nathaniel Trask,619,Machine Learning Algorithms and Theoretical AI
Sonal Kumar,620,Large Language Models and Natural Language Processing
Dessa Bergen-Cico,621,Healthcare and Biomedical Applications of AI
Tim Salzmann,622,Data Science and Analytics
Nicholas Matsumoto,623,Machine Learning Algorithms and Theoretical AI
Luis Vinicius de Moura,624,Computer Vision and Image Processing
Jaegyun Im,625,Machine Learning Algorithms and Theoretical AI
Michalis Vazirgiannis,626,Machine Learning Algorithms and Theoretical AI
Ziyang Yuan,627,Computer Vision and Image Processing
Mikołaj Morzy,628,Large Language Models and Natural Language Processing
Zhuoran Zheng,629,Computer Vision and Image Processing
Zeeshan Aslam,630,Computer Vision and Image Processing
Maciej Pankiewicz,631,"AI in Education, Art, and Creative Industries"
Jen Ramos,632,"AI Ethics, Society, and Policy"
Euan Ong,633,Machine Learning Algorithms and Theoretical AI
Cosmin Badea,634,"AI Ethics, Society, and Policy"
Han Zou,635,Computer Vision and Image Processing
In-Ug Yoon,636,Machine Learning Algorithms and Theoretical AI
Bo Wang,637,Healthcare and Biomedical Applications of AI
Lun Du,638,Machine Learning Algorithms and Theoretical AI
Mohit Kumar,639,
Devang Savita Ram Mohan,640,Machine Learning Algorithms and Theoretical AI
Dong Zhang,641,Computer Vision and Image Processing
Xinbo Zhang,642,"AI in Education, Art, and Creative Industries"
Goldey Khanna,643,Healthcare and Biomedical Applications of AI
Lakshmi Nair,644,Emerging Technologies and Future Trends in AI
Nuno Lourenço,645,"AI Ethics, Society, and Policy"
Aaron Kirtland,646,Machine Learning Algorithms and Theoretical AI
Tobias Datema,647,"Robotics, Autonomous Systems, and Control"
Muhan Li,648,"Robotics, Autonomous Systems, and Control"
Shufan Wang,649,Machine Learning Algorithms and Theoretical AI
Mario Krenn,650,Quantum Computing and AI
Ming Gong,651,"AI in Education, Art, and Creative Industries"
Chao Wen,652,Computer Vision and Image Processing
Michael Littman,653,Machine Learning Algorithms and Theoretical AI
Gilberto Ochoa-Ruiz,654,Machine Learning Algorithms and Theoretical AI
Philipp Schwarz,655,Machine Learning Algorithms and Theoretical AI
Chenyang Lu,656,Healthcare and Biomedical Applications of AI
Kaixin Zhang,657,Large Language Models and Natural Language Processing
Yosef S. Razin,658,"AI Ethics, Society, and Policy"
Svitlana Vyetrenko,659,Machine Learning Algorithms and Theoretical AI
Samuel Müller,660,Large Language Models and Natural Language Processing
Victor Schmidt,661,Computer Vision and Image Processing
Mehmet Akif Cifci,662,Healthcare and Biomedical Applications of AI
Debora Weber-Wulff,663,"AI Ethics, Society, and Policy"
Simon P. Kuhn,664,Computer Vision and Image Processing
Shiran Yuan,665,Large Language Models and Natural Language Processing
Chenyang Liu,666,Computer Vision and Image Processing
Pranav Bhatnagar,667,Large Language Models and Natural Language Processing
Pingping Lu,668,"Robotics, Autonomous Systems, and Control"
Diana Fuentes,669,Healthcare and Biomedical Applications of AI
Reiner Pope,670,Large Language Models and Natural Language Processing
Chongjun Wang,671,Data Science and Analytics
 Khadijeh,672,Healthcare and Biomedical Applications of AI
Andrew F. Laine,673,
Yibin Wang,674,Computer Vision and Image Processing
Jintao Peng,675,"Robotics, Autonomous Systems, and Control"
Firas Bayram,676,Machine Learning Algorithms and Theoretical AI
Maruf Adewole,677,Healthcare and Biomedical Applications of AI
Andrea Pupa,678,"Robotics, Autonomous Systems, and Control"
Pavel Fomitchov,679,Large Language Models and Natural Language Processing
Matthew M. Nikahd,680,Healthcare and Biomedical Applications of AI
Adnan Theerens,681,Machine Learning Algorithms and Theoretical AI
Soumi Chattopadhyay,682,Computer Vision and Image Processing
Ori Sztyglic,683,Machine Learning Algorithms and Theoretical AI
Jiao Chen,684,Large Language Models and Natural Language Processing
Tadashi Naito,685,Machine Learning Algorithms and Theoretical AI
Heikki Kälviäinen,686,Healthcare and Biomedical Applications of AI
Kelsey Allen,687,Machine Learning Algorithms and Theoretical AI
Jaya Sai Kiran Patibandla,688,
Viktoriia Korchemna,689,Machine Learning Algorithms and Theoretical AI
Hangfeng He,690,Large Language Models and Natural Language Processing
Yidong Gan,691,Computer Vision and Image Processing
Joshua D'Arcy,692,Large Language Models and Natural Language Processing
Yuanda Wang,693,
Igor Vaz,694,Computer Vision and Image Processing
Zeqi Lin,695,Large Language Models and Natural Language Processing
Walid S. Saba,696,Large Language Models and Natural Language Processing
Roy Fox,697,Machine Learning Algorithms and Theoretical AI
Moreno Falaschi,698,Healthcare and Biomedical Applications of AI
Gagan Biradar,699,
Ran Tao,700,Machine Learning Algorithms and Theoretical AI
Ting-Hui Wang,701,AI for Industrial Automation and Manufacturing
Samer B. Nashed,702,Machine Learning Algorithms and Theoretical AI
Grégoire Sergeant-Perthuis,703,Machine Learning Algorithms and Theoretical AI
Antonio Rua-Vieites,704,"AI Ethics, Society, and Policy"
Jonathan P. Shock,705,Machine Learning Algorithms and Theoretical AI
Marcin P. Joachimiak,706,Machine Learning Algorithms and Theoretical AI
Mariana Lindo,707,Healthcare and Biomedical Applications of AI
Gjergji Kasneci,708,Machine Learning Algorithms and Theoretical AI
Zhe Sun,709,Machine Learning Algorithms and Theoretical AI
Takamasa Iio,710,Large Language Models and Natural Language Processing
Nima Karimi,711,Machine Learning Algorithms and Theoretical AI
Renjie Pi,712,Large Language Models and Natural Language Processing
Chang-Sung Jeong,713,Machine Learning Algorithms and Theoretical AI
Shengjie Qiu,714,Large Language Models and Natural Language Processing
Jiwei Guan,715,"Robotics, Autonomous Systems, and Control"
Bao Hao,716,Large Language Models and Natural Language Processing
Yanqing Yang,717,Large Language Models and Natural Language Processing
Lenka Tětková,718,Machine Learning Algorithms and Theoretical AI
Shaoxiang Ling,719,Data Science and Analytics
Thangarajah Akilan,720,Computer Vision and Image Processing
Otávio Parraga,721,Computer Vision and Image Processing
Viktor S. Ulyanov,722,Quantum Computing and AI
Haoping Bai,723,Computer Vision and Image Processing
Antoine Bouquin,724,Human-Computer Interaction and User Experience
Sergey Zagoruyko,725,Computer Vision and Image Processing
Jiaxin Fan,726,Large Language Models and Natural Language Processing
Jean-Marc Gratien,727,Machine Learning Algorithms and Theoretical AI
Sai Wu,728,Large Language Models and Natural Language Processing
Linjie Xu,729,Machine Learning Algorithms and Theoretical AI
Amir Shirian,730,"Robotics, Autonomous Systems, and Control"
Xiao Yanghua,731,"AI in Education, Art, and Creative Industries"
Fangyu Zuo,732,
Jing Zhao,733,Machine Learning Algorithms and Theoretical AI
Bhaktee Dongaonkar,734,"AI Ethics, Society, and Policy"
John A. D. Aston,735,Machine Learning Algorithms and Theoretical AI
Anderson S. Soares,736,Large Language Models and Natural Language Processing
Pawan Kumar,737,Machine Learning Algorithms and Theoretical AI
Wentian Yi,738,"Robotics, Autonomous Systems, and Control"
Tirtharaj Dash,739,Healthcare and Biomedical Applications of AI
Jingkuan Wang,740,Large Language Models and Natural Language Processing
